Date,Route,Total trips
9/13/2023,95,2585
9/13/2023,178,843
9/13/2023,193,2212
9/13/2023,78,2461
9/13/2023,183,785
9/13/2023,120,1353
9/13/2023,82,1575
9/13/2023,51,3319
9/13/2023,47,686
9/13/2023,111,2184
9/13/2023,75,1384
9/13/2023,153,1006
9/13/2023,5,2838
9/13/2023,8,1328
9/13/2023,825,90
9/13/2023,295,10
9/13/2023,36,1055
9/13/2023,148,101
9/13/2023,140,758
9/13/2023,800,185
9/13/2023,19,2593
9/13/2023,40,679
9/13/2023,12,1654
9/13/2023,14,563
9/13/2023,55,1649
9/13/2023,3,487
9/13/2023,850,491
9/13/2023,84,1271
9/13/2023,126,509
9/13/2023,816,309
9/13/2023,110,3234
9/13/2023,185,995
9/13/2023,198,109
9/13/2023,34,445
9/13/2023,42,891
9/13/2023,25,278
9/13/2023,117,2044
9/13/2023,123,437
9/13/2023,79,613
9/13/2023,71,2081
9/13/2023,15,2051
9/13/2023,50,1356
9/13/2023,121,2881
9/13/2023,73,2899
9/13/2023,32,736
9/13/2023,133,749
9/13/2023,125,3206
9/13/2023,74,1571
9/13/2023,191,1115
9/13/2023,899,221
9/13/2023,142,58
9/13/2023,68,810
9/13/2023,813,345
9/13/2023,49,1070
9/13/2023,867,432
9/13/2023,107,1683
9/13/2023,39,4879
9/13/2023,141,954
9/13/2023,162,840
9/13/2023,150,182
9/13/2023,24,318
9/13/2023,60,1633
9/13/2023,87,1201
9/13/2023,9,525
9/13/2023,37,424
9/13/2023,192,1499
9/13/2023,1,350
9/13/2023,114,757
9/13/2023,188,364
9/13/2023,27,368
9/13/2023,4,1147
9/13/2023,21,2869
9/13/2023,58,691
9/13/2023,856,448
9/13/2023,186,1909
9/13/2023,155,548
9/13/2023,115,3818
9/13/2023,853,393
9/13/2023,85,581
9/13/2023,2,1438
9/13/2023,66,652
9/13/2023,180,810
9/13/2023,104,560
9/13/2023,165,1938
9/13/2023,197,547
9/13/2023,103,597
9/13/2023,143,387
9/13/2023,172,2124
9/13/2023,195,592
9/13/2023,196,2668
9/13/2023,189,1550
9/13/2023,83,3783
9/13/2023,30,1292
9/14/2023,58,547
9/14/2023,110,2380
9/14/2023,120,1317
9/14/2023,87,1274
9/14/2023,103,624
9/14/2023,221,114
9/14/2023,111,2227
9/14/2023,148,125
9/14/2023,117,2055
9/14/2023,81,1230
9/14/2023,25,447
9/14/2023,150,173
9/14/2023,37,496
9/14/2023,95,2656
9/14/2023,60,1556
9/14/2023,813,356
9/14/2023,2,1608
9/14/2023,71,1835
9/14/2023,104,729
9/14/2023,78,2724
9/14/2023,189,1227
9/14/2023,192,368
9/14/2023,191,1117
9/14/2023,183,523
9/14/2023,27,539
9/14/2023,66,695
9/14/2023,115,3462
9/14/2023,50,1229
9/14/2023,809,448
9/14/2023,800,236
9/14/2023,12,1387
9/14/2023,74,1559
9/14/2023,198,175
9/14/2023,40,414
9/14/2023,21,2532
9/14/2023,124,1270
9/14/2023,19,1722
9/14/2023,195,874
9/14/2023,832,224
9/14/2023,126,544
9/14/2023,180,1183
9/14/2023,89,2619
9/14/2023,899,221
9/14/2023,194,511
9/14/2023,6,1008
9/14/2023,155,830
9/14/2023,49,877
9/14/2023,55,1538
9/14/2023,86,2440
9/14/2023,8,907
9/14/2023,165,2558
9/14/2023,83,3208
9/14/2023,197,489
9/14/2023,102,1831
9/14/2023,850,0
9/14/2023,133,696
9/14/2023,42,748
9/14/2023,3,726
9/14/2023,867,534
9/14/2023,181,2319
9/14/2023,93,1111
9/14/2023,123,465
9/14/2023,816,293
9/14/2023,823,81
9/14/2023,193,2512
9/14/2023,186,1586
9/14/2023,26,788
9/14/2023,856,340
9/14/2023,825,72
9/14/2023,140,899
9/14/2023,4,961
9/14/2023,36,596
9/14/2023,94,917
9/14/2023,9,468
9/14/2023,143,338
9/14/2023,178,550
9/14/2023,68,692
9/14/2023,1,444
9/14/2023,114,901
9/14/2023,85,896
9/14/2023,188,450
9/14/2023,32,821
9/14/2023,865,0
9/14/2023,121,2503
9/14/2023,34,355
9/14/2023,47,921
9/14/2023,5,2898
9/14/2023,51,3600
9/14/2023,853,333
9/14/2023,132,561
9/14/2023,185,1048
9/14/2023,107,1323
9/14/2023,119,1422
9/14/2023,73,2976
9/14/2023,84,1252
9/14/2023,75,1102
9/14/2023,116,2213
9/14/2023,30,1236
9/14/2023,153,694
9/14/2023,24,338
9/14/2023,162,724
9/14/2023,196,2622
9/14/2023,125,1998
9/14/2023,15,2129
9/14/2023,172,1754
9/14/2023,79,572
9/14/2023,142,78
9/14/2023,141,1039
9/14/2023,14,591
9/14/2023,82,1442
9/14/2023,39,4951
9/15/2023,185,940
9/15/2023,191,860
9/15/2023,813,325
9/15/2023,193,1999
9/15/2023,12,1357
9/15/2023,47,778
9/15/2023,178,616
9/15/2023,74,1259
9/15/2023,899,213
9/15/2023,148,35
9/15/2023,850,367
9/15/2023,867,544
9/15/2023,221,252
9/15/2023,95,2589
9/15/2023,68,729
9/15/2023,192,710
9/15/2023,37,515
9/15/2023,3,660
9/15/2023,79,578
9/15/2023,196,2719
9/15/2023,116,2385
9/15/2023,93,903
9/15/2023,165,1940
9/15/2023,115,3762
9/15/2023,4,881
9/15/2023,183,485
9/15/2023,27,756
9/15/2023,153,908
9/15/2023,125,3050
9/15/2023,800,286
9/15/2023,24,345
9/15/2023,188,222
9/15/2023,87,1138
9/15/2023,181,2202
9/15/2023,49,1002
9/15/2023,865,115
9/15/2023,94,675
9/15/2023,142,89
9/15/2023,104,611
9/15/2023,19,1507
9/15/2023,71,2096
9/15/2023,39,5169
9/15/2023,66,675
9/15/2023,140,763
9/15/2023,14,503
9/15/2023,117,1794
9/15/2023,60,1697
9/15/2023,50,1628
9/15/2023,8,723
9/15/2023,84,908
9/15/2023,189,1571
9/15/2023,26,950
9/15/2023,111,2150
9/15/2023,114,822
9/15/2023,9,501
9/15/2023,81,1128
9/15/2023,107,1668
9/15/2023,86,2519
9/15/2023,102,1999
9/15/2023,55,1601
9/15/2023,32,720
9/15/2023,121,2473
9/15/2023,51,3426
9/15/2023,119,1775
9/15/2023,89,2468
9/15/2023,172,1613
9/15/2023,143,308
9/15/2023,36,1188
9/15/2023,155,793
9/15/2023,133,687
9/15/2023,15,1930
9/15/2023,83,3296
9/15/2023,85,590
9/15/2023,42,835
9/15/2023,123,503
9/15/2023,82,1483
9/15/2023,30,979
9/15/2023,40,675
9/15/2023,816,273
9/15/2023,186,1502
9/15/2023,110,2889
9/15/2023,856,233
9/15/2023,78,2932
9/15/2023,5,2933
9/15/2023,853,447
9/15/2023,124,831
9/15/2023,2,1415
9/15/2023,194,729
9/15/2023,126,572
9/15/2023,809,652
9/15/2023,34,460
9/15/2023,141,1196
9/15/2023,75,911
9/15/2023,180,937
9/15/2023,150,158
9/15/2023,832,218
9/15/2023,120,1081
9/15/2023,198,151
9/15/2023,6,1002
9/15/2023,58,323
9/15/2023,25,536
9/15/2023,73,2758
9/15/2023,195,731
9/15/2023,197,338
9/15/2023,162,889
9/15/2023,823,95
9/15/2023,21,2791
9/16/2023,172,1150
9/16/2023,185,383
9/16/2023,111,1286
9/16/2023,2,1344
9/16/2023,37,80
9/16/2023,853,302
9/16/2023,191,701
9/16/2023,119,1008
9/16/2023,816,173
9/16/2023,12,947
9/16/2023,5,2204
9/16/2023,186,1023
9/16/2023,15,1388
9/16/2023,40,306
9/16/2023,114,440
9/16/2023,6,490
9/16/2023,850,303
9/16/2023,195,439
9/16/2023,83,2479
9/16/2023,123,151
9/16/2023,68,516
9/16/2023,132,224
9/16/2023,51,2138
9/16/2023,93,649
9/16/2023,19,398
9/16/2023,34,333
9/16/2023,124,604
9/16/2023,8,434
9/16/2023,95,1369
9/16/2023,71,1545
9/16/2023,162,436
9/16/2023,81,739
9/16/2023,84,962
9/16/2023,155,587
9/16/2023,125,1356
9/16/2023,79,481
9/16/2023,823,94
9/16/2023,153,681
9/16/2023,832,192
9/16/2023,9,342
9/16/2023,856,208
9/16/2023,42,599
9/16/2023,3,143
9/16/2023,813,83
9/16/2023,899,96
9/16/2023,198,108
9/16/2023,21,1928
9/16/2023,60,1103
9/16/2023,14,302
9/16/2023,104,178
9/16/2023,30,671
9/16/2023,196,2045
9/16/2023,103,466
9/16/2023,27,229
9/16/2023,50,647
9/16/2023,49,717
9/16/2023,140,444
9/16/2023,66,313
9/16/2023,121,1730
9/16/2023,809,292
9/16/2023,126,547
9/16/2023,865,222
9/16/2023,85,417
9/16/2023,74,1052
9/16/2023,75,402
9/16/2023,165,1782
9/16/2023,192,982
9/16/2023,194,591
9/16/2023,89,1907
9/16/2023,36,422
9/16/2023,39,3979
9/16/2023,141,709
9/16/2023,800,167
9/16/2023,86,1765
9/16/2023,867,226
9/16/2023,193,803
9/16/2023,58,314
9/16/2023,150,39
9/16/2023,178,379
9/16/2023,189,954
9/16/2023,94,350
9/16/2023,181,1088
9/16/2023,82,850
9/16/2023,188,17
9/16/2023,180,500
9/16/2023,87,557
9/16/2023,73,1108
9/16/2023,197,268
9/16/2023,25,159
9/16/2023,78,1531
9/16/2023,107,898
9/16/2023,110,1109
9/16/2023,55,918
9/16/2023,32,634
9/16/2023,1,432
9/16/2023,133,361
9/16/2023,47,623
9/16/2023,183,365
9/16/2023,116,1568
9/16/2023,26,523
9/16/2023,117,1357
9/16/2023,102,1677
9/16/2023,24,195
9/16/2023,115,2461
9/16/2023,4,879
9/16/2023,120,773
9/17/2023,196,1451
9/17/2023,125,1190
9/17/2023,26,363
9/17/2023,2,1038
9/17/2023,195,466
9/17/2023,186,809
9/17/2023,94,93
9/17/2023,114,305
9/17/2023,19,519
9/17/2023,865,148
9/17/2023,25,307
9/17/2023,8,309
9/17/2023,68,423
9/17/2023,180,549
9/17/2023,42,345
9/17/2023,78,1635
9/17/2023,9,314
9/17/2023,867,254
9/17/2023,30,595
9/17/2023,198,377
9/17/2023,21,951
9/17/2023,126,521
9/17/2023,119,852
9/17/2023,86,1373
9/17/2023,140,357
9/17/2023,82,734
9/17/2023,73,853
9/17/2023,133,321
9/17/2023,50,531
9/17/2023,37,235
9/17/2023,103,452
9/17/2023,832,63
9/17/2023,60,1009
9/17/2023,809,328
9/17/2023,141,533
9/17/2023,71,1418
9/17/2023,188,48
9/17/2023,813,149
9/17/2023,83,1957
9/17/2023,116,1065
9/17/2023,111,1137
9/17/2023,192,1135
9/17/2023,1,384
9/17/2023,153,497
9/17/2023,183,248
9/17/2023,3,125
9/17/2023,197,380
9/17/2023,39,4023
9/17/2023,162,426
9/17/2023,123,115
9/17/2023,115,1716
9/17/2023,55,451
9/17/2023,74,736
9/17/2023,32,459
9/17/2023,856,2519
9/17/2023,124,554
9/17/2023,150,44
9/17/2023,816,134
9/17/2023,120,673
9/17/2023,850,214
9/17/2023,12,875
9/17/2023,58,364
9/17/2023,823,51
9/17/2023,181,1065
9/17/2023,15,1302
9/17/2023,178,388
9/17/2023,193,973
9/17/2023,191,955
9/17/2023,117,931
9/17/2023,5,1645
9/17/2023,899,102
9/17/2023,107,694
9/17/2023,34,325
9/17/2023,36,494
9/17/2023,24,196
9/17/2023,75,306
9/17/2023,93,641
9/17/2023,155,564
9/17/2023,185,506
9/17/2023,194,550
9/17/2023,84,580
9/17/2023,79,456
9/17/2023,189,826
9/17/2023,87,575
9/17/2023,89,1764
9/17/2023,40,201
9/17/2023,110,1436
9/17/2023,853,324
9/17/2023,172,979
9/17/2023,6,492
9/17/2023,104,258
9/17/2023,47,630
9/17/2023,121,1567
9/17/2023,81,677
9/17/2023,27,215
9/17/2023,4,675
9/17/2023,49,501
9/17/2023,95,1041
9/17/2023,14,254
9/17/2023,165,1706
9/17/2023,66,388
9/17/2023,85,411
9/17/2023,132,294
9/17/2023,51,2114
9/17/2023,102,1480
9/18/2023,150,179
9/18/2023,104,536
9/18/2023,89,2706
9/18/2023,86,2641
9/18/2023,141,897
9/18/2023,823,72
9/18/2023,119,2281
9/18/2023,813,0
9/18/2023,3,812
9/18/2023,115,3792
9/18/2023,867,667
9/18/2023,142,22
9/18/2023,49,1208
9/18/2023,30,880
9/18/2023,8,1289
9/18/2023,165,2904
9/18/2023,5,2710
9/18/2023,84,1235
9/18/2023,123,235
9/18/2023,191,933
9/18/2023,194,385
9/18/2023,155,937
9/18/2023,21,2634
9/18/2023,117,1973
9/18/2023,865,434
9/18/2023,856,474
9/18/2023,126,541
9/18/2023,15,1907
9/18/2023,82,1686
9/18/2023,50,1571
9/18/2023,66,687
9/18/2023,185,1034
9/18/2023,181,2334
9/18/2023,180,1104
9/18/2023,6,1193
9/18/2023,850,453
9/18/2023,825,54
9/18/2023,83,3408
9/18/2023,47,858
9/18/2023,197,531
9/18/2023,140,727
9/18/2023,81,1217
9/18/2023,143,263
9/18/2023,39,5000
9/18/2023,153,992
9/18/2023,68,704
9/18/2023,19,1676
9/18/2023,36,1152
9/18/2023,1,440
9/18/2023,192,1128
9/18/2023,102,1991
9/18/2023,183,551
9/18/2023,178,710
9/18/2023,95,3182
9/18/2023,87,1332
9/18/2023,25,534
9/18/2023,85,902
9/18/2023,221,365
9/18/2023,110,2751
9/18/2023,14,452
9/18/2023,186,1758
9/18/2023,32,797
9/18/2023,26,1036
9/18/2023,75,1054
9/18/2023,899,210
9/18/2023,114,1020
9/18/2023,832,293
9/18/2023,73,2345
9/18/2023,132,601
9/18/2023,133,589
9/18/2023,295,18
9/18/2023,172,1641
9/18/2023,800,274
9/18/2023,34,470
9/18/2023,4,1020
9/18/2023,37,493
9/18/2023,27,602
9/18/2023,103,412
9/18/2023,195,809
9/18/2023,193,1948
9/18/2023,853,438
9/18/2023,111,2155
9/18/2023,9,530
9/18/2023,78,2327
9/18/2023,55,1533
9/18/2023,188,194
9/18/2023,107,1644
9/18/2023,198,149
9/18/2023,40,442
9/18/2023,124,888
9/18/2023,196,2968
9/18/2023,74,1809
9/18/2023,116,2433
9/18/2023,2,1562
9/18/2023,24,363
9/18/2023,148,87
9/18/2023,189,1572
9/18/2023,162,878
9/18/2023,93,1279
9/18/2023,120,1253
9/18/2023,12,1484
9/18/2023,816,339
9/18/2023,71,1887
9/18/2023,60,1951
9/18/2023,42,823
9/18/2023,809,600
9/18/2023,94,1243
9/18/2023,121,2791
9/18/2023,58,631
9/18/2023,79,636
9/18/2023,125,3467
9/18/2023,51,3550
9/19/2023,19,887
9/19/2023,221,240
9/19/2023,813,325
9/19/2023,81,1127
9/19/2023,192,1023
9/19/2023,809,587
9/19/2023,27,746
9/19/2023,1,553
9/19/2023,66,639
9/19/2023,800,292
9/19/2023,85,854
9/19/2023,12,1668
9/19/2023,165,2423
9/19/2023,823,89
9/19/2023,30,1369
9/19/2023,125,3091
9/19/2023,49,1260
9/19/2023,196,2857
9/19/2023,150,173
9/19/2023,180,1218
9/19/2023,15,2351
9/19/2023,5,2996
9/19/2023,24,380
9/19/2023,172,2048
9/19/2023,50,1800
9/19/2023,198,179
9/19/2023,68,790
9/19/2023,71,2598
9/19/2023,155,853
9/19/2023,114,888
9/19/2023,832,235
9/19/2023,850,568
9/19/2023,110,3434
9/19/2023,73,2610
9/19/2023,86,2858
9/19/2023,55,1715
9/19/2023,47,845
9/19/2023,3,791
9/19/2023,181,2567
9/19/2023,185,894
9/19/2023,899,242
9/19/2023,74,1808
9/19/2023,89,2458
9/19/2023,111,2280
9/19/2023,195,887
9/19/2023,8,1163
9/19/2023,14,597
9/19/2023,853,399
9/19/2023,153,633
9/19/2023,94,1171
9/19/2023,121,2577
9/19/2023,133,592
9/19/2023,188,456
9/19/2023,115,3653
9/19/2023,141,1184
9/19/2023,87,1402
9/19/2023,194,853
9/19/2023,102,2150
9/19/2023,78,2752
9/19/2023,117,2000
9/19/2023,58,646
9/19/2023,126,522
9/19/2023,104,853
9/19/2023,25,615
9/19/2023,34,612
9/19/2023,51,3509
9/19/2023,142,45
9/19/2023,123,519
9/19/2023,140,987
9/19/2023,295,99
9/19/2023,867,597
9/19/2023,84,1053
9/19/2023,82,1874
9/19/2023,148,198
9/19/2023,83,3351
9/19/2023,37,532
9/19/2023,93,1238
9/19/2023,193,2000
9/19/2023,95,3217
9/19/2023,39,4920
9/19/2023,197,464
9/19/2023,816,373
9/19/2023,132,596
9/19/2023,186,1832
9/19/2023,40,789
9/19/2023,26,929
9/19/2023,6,1168
9/19/2023,143,297
9/19/2023,116,2671
9/19/2023,865,422
9/19/2023,825,49
9/19/2023,32,858
9/19/2023,9,506
9/19/2023,120,1198
9/19/2023,183,886
9/19/2023,2,1620
9/19/2023,124,1257
9/19/2023,36,1102
9/19/2023,107,1733
9/19/2023,4,936
9/19/2023,178,749
9/19/2023,103,650
9/19/2023,189,1155
9/19/2023,191,1008
9/19/2023,119,1745
9/19/2023,856,424
9/19/2023,75,926
9/19/2023,21,2478
9/19/2023,162,1017
9/19/2023,60,1474
9/19/2023,42,758
9/20/2023,186,1833
9/20/2023,121,3035
9/20/2023,194,994
9/20/2023,50,1671
9/20/2023,197,313
9/20/2023,42,983
9/20/2023,71,2127
9/20/2023,172,1412
9/20/2023,823,70
9/20/2023,148,13
9/20/2023,95,2719
9/20/2023,79,708
9/20/2023,126,471
9/20/2023,51,3052
9/20/2023,75,990
9/20/2023,195,709
9/20/2023,4,1192
9/20/2023,32,912
9/20/2023,853,434
9/20/2023,867,475
9/20/2023,165,2130
9/20/2023,181,2232
9/20/2023,178,778
9/20/2023,196,2637
9/20/2023,155,857
9/20/2023,30,1223
9/20/2023,193,1978
9/20/2023,82,2093
9/20/2023,85,731
9/20/2023,66,707
9/20/2023,295,17
9/20/2023,86,2541
9/20/2023,78,2129
9/20/2023,221,297
9/20/2023,115,3709
9/20/2023,36,1305
9/20/2023,8,1829
9/20/2023,14,431
9/20/2023,124,1395
9/20/2023,856,480
9/20/2023,107,1586
9/20/2023,180,1143
9/20/2023,120,1266
9/20/2023,142,97
9/20/2023,116,2568
9/20/2023,189,1313
9/20/2023,198,83
9/20/2023,26,854
9/20/2023,102,1952
9/20/2023,49,1406
9/20/2023,21,2810
9/20/2023,60,1990
9/20/2023,5,2678
9/20/2023,93,1057
9/20/2023,27,880
9/20/2023,3,733
9/20/2023,81,1099
9/20/2023,58,569
9/20/2023,111,1984
9/20/2023,83,3101
9/20/2023,55,1601
9/20/2023,24,398
9/20/2023,68,941
9/20/2023,183,827
9/20/2023,813,352
9/20/2023,150,220
9/20/2023,816,313
9/20/2023,899,167
9/20/2023,89,2901
9/20/2023,117,1854
9/20/2023,114,1031
9/20/2023,73,2339
9/20/2023,1,579
9/20/2023,110,2805
9/20/2023,153,883
9/20/2023,94,892
9/20/2023,87,1453
9/20/2023,9,444
9/20/2023,37,513
9/20/2023,140,1055
9/20/2023,191,1067
9/20/2023,132,637
9/20/2023,103,732
9/20/2023,119,1948
9/20/2023,12,2077
9/20/2023,2,1473
9/20/2023,125,3286
9/20/2023,39,5254
9/20/2023,123,502
9/20/2023,865,594
9/20/2023,825,42
9/20/2023,74,1954
9/20/2023,6,1160
9/20/2023,185,978
9/20/2023,162,750
9/20/2023,104,470
9/20/2023,850,592
9/20/2023,143,438
9/20/2023,19,2399
9/20/2023,47,868
9/20/2023,15,2268
9/20/2023,141,1167
9/20/2023,800,308
9/20/2023,84,1384
9/20/2023,25,534
9/20/2023,188,301
9/20/2023,192,1111
9/20/2023,34,571
9/20/2023,40,430
9/20/2023,809,557
9/20/2023,133,705
9/21/2023,162,925
9/21/2023,111,1813
9/21/2023,809,541
9/21/2023,66,675
9/21/2023,124,1065
9/21/2023,19,1843
9/21/2023,140,942
9/21/2023,81,1245
9/21/2023,800,242
9/21/2023,93,1423
9/21/2023,60,1812
9/21/2023,823,125
9/21/2023,816,287
9/21/2023,116,2224
9/21/2023,850,609
9/21/2023,26,632
9/21/2023,165,1689
9/21/2023,2,1632
9/21/2023,191,1069
9/21/2023,181,1925
9/21/2023,189,1272
9/21/2023,899,167
9/21/2023,1,478
9/21/2023,185,944
9/21/2023,115,2913
9/21/2023,34,483
9/21/2023,104,590
9/21/2023,856,388
9/21/2023,83,3001
9/21/2023,21,3045
9/21/2023,119,1819
9/21/2023,221,141
9/21/2023,75,538
9/21/2023,37,334
9/21/2023,125,3289
9/21/2023,148,10
9/21/2023,103,616
9/21/2023,82,1053
9/21/2023,121,2830
9/21/2023,194,791
9/21/2023,12,1298
9/21/2023,55,1450
9/21/2023,4,1102
9/21/2023,15,2051
9/21/2023,867,550
9/21/2023,150,212
9/21/2023,865,363
9/21/2023,86,2397
9/21/2023,132,498
9/21/2023,74,1926
9/21/2023,51,2988
9/21/2023,32,778
9/21/2023,133,802
9/21/2023,73,3089
9/21/2023,89,2820
9/21/2023,50,1555
9/21/2023,102,1895
9/21/2023,9,466
9/21/2023,141,1075
9/21/2023,39,4672
9/21/2023,114,742
9/21/2023,107,1502
9/21/2023,3,787
9/21/2023,110,2241
9/21/2023,5,3130
9/21/2023,71,1929
9/21/2023,143,272
9/21/2023,78,2653
9/21/2023,36,805
9/21/2023,95,2657
9/21/2023,49,1298
9/21/2023,186,1694
9/21/2023,142,51
9/21/2023,79,545
9/21/2023,68,696
9/21/2023,188,902
9/21/2023,87,1038
9/21/2023,85,823
9/21/2023,183,562
9/21/2023,14,513
9/21/2023,192,988
9/21/2023,40,629
9/21/2023,8,1138
9/21/2023,813,236
9/21/2023,195,901
9/21/2023,155,836
9/21/2023,120,1361
9/21/2023,853,374
9/21/2023,193,1903
9/21/2023,178,760
9/21/2023,30,1300
9/21/2023,27,837
9/21/2023,24,400
9/21/2023,153,1001
9/21/2023,197,458
9/21/2023,58,680
9/21/2023,172,1854
9/21/2023,825,80
9/21/2023,123,465
9/21/2023,94,968
9/21/2023,47,887
9/21/2023,198,128
9/21/2023,25,323
9/21/2023,126,435
9/21/2023,42,640
9/21/2023,84,1431
9/21/2023,6,1160
9/21/2023,117,1879
9/21/2023,180,1102
9/21/2023,295,29
9/21/2023,196,2928
9/22/2023,95,2619
9/22/2023,1,463
9/22/2023,4,860
9/22/2023,94,1064
9/22/2023,193,1999
9/22/2023,117,1589
9/22/2023,180,759
9/22/2023,26,722
9/22/2023,6,1023
9/22/2023,19,1455
9/22/2023,800,173
9/22/2023,79,475
9/22/2023,75,705
9/22/2023,196,2414
9/22/2023,832,185
9/22/2023,32,645
9/22/2023,24,282
9/22/2023,115,3797
9/22/2023,119,1563
9/22/2023,195,813
9/22/2023,60,1995
9/22/2023,198,117
9/22/2023,816,253
9/22/2023,25,386
9/22/2023,36,978
9/22/2023,295,0
9/22/2023,813,176
9/22/2023,47,753
9/22/2023,124,949
9/22/2023,34,1275
9/22/2023,183,434
9/22/2023,21,2222
9/22/2023,856,183
9/22/2023,78,2450
9/22/2023,58,43
9/22/2023,40,352
9/22/2023,850,529
9/22/2023,12,1525
9/22/2023,71,2007
9/22/2023,111,1803
9/22/2023,185,1057
9/22/2023,14,330
9/22/2023,191,943
9/22/2023,192,1296
9/22/2023,153,842
9/22/2023,853,394
9/22/2023,3,623
9/22/2023,155,828
9/22/2023,825,0
9/22/2023,102,1753
9/22/2023,133,698
9/22/2023,39,5606
9/22/2023,81,1144
9/22/2023,172,1764
9/22/2023,865,351
9/22/2023,66,797
9/22/2023,809,494
9/22/2023,51,3458
9/22/2023,132,314
9/22/2023,68,836
9/22/2023,221,456
9/22/2023,27,757
9/22/2023,107,1673
9/22/2023,116,1903
9/22/2023,93,1066
9/22/2023,150,129
9/22/2023,178,578
9/22/2023,85,646
9/22/2023,867,356
9/22/2023,84,1343
9/22/2023,142,46
9/22/2023,899,174
9/22/2023,9,469
9/22/2023,30,1114
9/22/2023,87,1552
9/22/2023,42,727
9/22/2023,74,1465
9/22/2023,103,629
9/22/2023,82,1417
9/22/2023,55,866
9/22/2023,5,2624
9/22/2023,162,779
9/22/2023,194,786
9/22/2023,123,499
9/22/2023,143,292
9/22/2023,114,737
9/22/2023,189,1196
9/22/2023,140,749
9/22/2023,181,2090
9/22/2023,8,1098
9/22/2023,50,1417
9/22/2023,83,3507
9/22/2023,148,79
9/22/2023,49,1492
9/22/2023,110,2116
9/22/2023,86,2452
9/22/2023,823,0
9/22/2023,186,1711
9/22/2023,188,487
9/22/2023,15,1942
9/22/2023,197,418
9/22/2023,2,1179
9/22/2023,120,1157
9/22/2023,73,2736
9/22/2023,104,792
9/22/2023,37,374
9/22/2023,89,2163
9/22/2023,125,2021
9/22/2023,141,968
9/22/2023,165,2508
9/22/2023,121,2486
9/22/2023,126,387
9/23/2023,189,973
9/23/2023,34,383
9/23/2023,27,235
9/23/2023,180,635
9/23/2023,140,617
9/23/2023,899,142
9/23/2023,8,357
9/23/2023,850,110
9/23/2023,51,2409
9/23/2023,197,377
9/23/2023,19,509
9/23/2023,5,1957
9/23/2023,49,666
9/23/2023,114,554
9/23/2023,30,669
9/23/2023,58,450
9/23/2023,193,1030
9/23/2023,85,388
9/23/2023,1,502
9/23/2023,126,566
9/23/2023,115,2276
9/23/2023,178,488
9/23/2023,194,456
9/23/2023,60,1127
9/23/2023,103,460
9/23/2023,865,54
9/23/2023,79,671
9/23/2023,104,284
9/23/2023,4,702
9/23/2023,132,199
9/23/2023,120,850
9/23/2023,172,1056
9/23/2023,74,1243
9/23/2023,155,559
9/23/2023,125,1382
9/23/2023,71,1435
9/23/2023,25,407
9/23/2023,183,417
9/23/2023,66,471
9/23/2023,68,573
9/23/2023,32,576
9/23/2023,110,1551
9/23/2023,3,234
9/23/2023,832,263
9/23/2023,116,1385
9/23/2023,181,1342
9/23/2023,86,1673
9/23/2023,165,1600
9/23/2023,2,1504
9/23/2023,162,786
9/23/2023,191,705
9/23/2023,84,1474
9/23/2023,87,758
9/23/2023,24,198
9/23/2023,73,1644
9/23/2023,196,1505
9/23/2023,186,1202
9/23/2023,47,696
9/23/2023,823,143
9/23/2023,39,3402
9/23/2023,26,568
9/23/2023,121,1892
9/23/2023,94,0
9/23/2023,14,429
9/23/2023,188,0
9/23/2023,111,1774
9/23/2023,185,661
9/23/2023,102,1921
9/23/2023,9,377
9/23/2023,124,678
9/23/2023,107,1008
9/23/2023,55,1137
9/23/2023,856,386
9/23/2023,42,425
9/23/2023,119,973
9/23/2023,40,317
9/23/2023,37,281
9/23/2023,95,1089
9/23/2023,21,1404
9/23/2023,141,735
9/23/2023,81,785
9/23/2023,78,1408
9/23/2023,117,1164
9/23/2023,195,513
9/23/2023,12,830
9/23/2023,36,571
9/23/2023,198,68
9/23/2023,809,348
9/23/2023,75,432
9/23/2023,133,350
9/23/2023,15,1311
9/23/2023,83,2632
9/23/2023,800,135
9/23/2023,150,58
9/23/2023,93,871
9/23/2023,813,195
9/23/2023,123,139
9/23/2023,853,107
9/23/2023,6,574
9/23/2023,816,192
9/23/2023,89,1991
9/23/2023,82,839
9/23/2023,50,596
9/23/2023,153,309
9/23/2023,867,356
9/23/2023,192,1159
9/24/2023,6,305
9/24/2023,93,608
9/24/2023,34,277
9/24/2023,150,23
9/24/2023,120,684
9/24/2023,49,290
9/24/2023,140,261
9/24/2023,85,427
9/24/2023,103,352
9/24/2023,185,491
9/24/2023,21,933
9/24/2023,102,1295
9/24/2023,81,448
9/24/2023,84,654
9/24/2023,9,252
9/24/2023,132,248
9/24/2023,75,352
9/24/2023,66,415
9/24/2023,153,235
9/24/2023,2,938
9/24/2023,73,1056
9/24/2023,133,350
9/24/2023,119,1085
9/24/2023,813,92
9/24/2023,24,146
9/24/2023,36,367
9/24/2023,117,866
9/24/2023,110,1437
9/24/2023,51,1587
9/24/2023,39,2945
9/24/2023,5,1584
9/24/2023,816,151
9/24/2023,183,219
9/24/2023,856,169
9/24/2023,198,149
9/24/2023,104,106
9/24/2023,37,169
9/24/2023,197,283
9/24/2023,192,967
9/24/2023,194,537
9/24/2023,178,339
