Date,Route,Total trips
5/10/2024,856,444
5/10/2024,14,625
5/10/2024,21,2656
5/10/2024,110,2892
5/10/2024,12,1915
5/10/2024,26,894
5/10/2024,117,2125
5/10/2024,24,471
5/10/2024,87,1540
5/10/2024,143,217
5/10/2024,30,1147
5/10/2024,295,0
5/10/2024,142,16
5/10/2024,853,495
5/10/2024,1,550
5/10/2024,8,1324
5/10/2024,193,1583
5/10/2024,123,304
5/10/2024,95,3315
5/10/2024,185,832
5/10/2024,800,212
5/10/2024,19,2463
5/10/2024,55,1413
5/10/2024,188,233
5/10/2024,196,3108
5/10/2024,32,884
5/10/2024,6,1034
5/10/2024,34,320
5/10/2024,121,3204
5/10/2024,126,492
5/10/2024,178,920
5/10/2024,78,3076
5/10/2024,81,829
5/10/2024,39,4974
5/10/2024,107,1393
5/10/2024,148,50
5/10/2024,140,585
5/10/2024,93,1366
5/10/2024,172,1987
5/10/2024,141,931
5/10/2024,42,1938
5/10/2024,86,2818
5/10/2024,5,2755
5/10/2024,51,3987
5/10/2024,132,375
5/10/2024,79,545
5/10/2024,58,612
5/10/2024,74,1791
5/10/2024,181,2093
5/10/2024,183,817
5/10/2024,150,151
5/10/2024,73,3015
5/10/2024,50,1965
5/10/2024,4,1019
5/10/2024,103,565
5/10/2024,47,676
5/10/2024,111,2334
5/10/2024,37,513
5/10/2024,2,1892
5/10/2024,192,1098
5/10/2024,180,1239
5/10/2024,186,1900
5/10/2024,899,243
5/10/2024,813,329
5/10/2024,104,877
5/10/2024,49,1123
5/10/2024,114,1015
5/10/2024,75,817
5/10/2024,68,881
5/10/2024,850,393
5/10/2024,832,170
5/10/2024,194,753
5/10/2024,120,839
5/10/2024,162,1012
5/10/2024,823,110
5/10/2024,865,269
5/10/2024,195,806
5/10/2024,153,770
5/10/2024,27,768
5/10/2024,82,1177
5/10/2024,189,976
5/10/2024,9,512
5/10/2024,83,3727
5/10/2024,816,326
5/10/2024,25,554
5/10/2024,116,2520
5/10/2024,66,956
5/10/2024,84,1002
5/10/2024,119,2320
5/10/2024,165,2787
5/10/2024,60,2058
5/10/2024,102,2245
5/10/2024,115,4331
5/10/2024,191,1081
5/10/2024,155,693
5/10/2024,133,706
5/10/2024,71,2368
5/10/2024,94,1344
5/10/2024,36,1389
5/10/2024,124,1292
5/10/2024,125,2979
5/11/2024,93,819
5/11/2024,809,459
5/11/2024,42,792
5/11/2024,79,626
5/11/2024,850,318
5/11/2024,178,478
5/11/2024,115,2649
5/11/2024,1,401
5/11/2024,60,1063
5/11/2024,12,935
5/11/2024,87,735
5/11/2024,195,730
5/11/2024,68,687
5/11/2024,155,574
5/11/2024,49,775
5/11/2024,24,249
5/11/2024,6,492
5/11/2024,95,1302
5/11/2024,191,955
5/11/2024,153,348
5/11/2024,83,3259
5/11/2024,201,119
5/11/2024,116,1398
5/11/2024,813,0
5/11/2024,120,1011
5/11/2024,186,1151
5/11/2024,58,457
5/11/2024,26,627
5/11/2024,832,179
5/11/2024,82,978
5/11/2024,865,320
5/11/2024,111,1632
5/11/2024,81,911
5/11/2024,181,1036
5/11/2024,899,167
5/11/2024,180,724
5/11/2024,75,442
5/11/2024,867,502
5/11/2024,132,194
5/11/2024,141,745
5/11/2024,85,469
5/11/2024,47,673
5/11/2024,165,2286
5/11/2024,78,2264
5/11/2024,55,1165
5/11/2024,192,1163
5/11/2024,188,55
5/11/2024,19,638
5/11/2024,150,51
5/11/2024,4,770
5/11/2024,94,0
5/11/2024,86,1934
5/11/2024,133,417
5/11/2024,2,1559
5/11/2024,183,656
5/11/2024,9,483
5/11/2024,162,448
5/11/2024,126,596
5/11/2024,50,921
5/11/2024,196,1856
5/11/2024,800,98
5/11/2024,114,591
5/11/2024,5,2143
5/11/2024,853,422
5/11/2024,39,4243
5/11/2024,197,325
5/11/2024,140,376
5/11/2024,14,382
5/11/2024,21,2333
5/11/2024,194,633
5/11/2024,36,673
5/11/2024,172,953
5/11/2024,34,330
5/11/2024,102,1803
5/11/2024,198,136
5/11/2024,30,705
5/11/2024,3,247
5/11/2024,121,2291
5/11/2024,193,1344
5/11/2024,74,1095
5/11/2024,104,359
5/11/2024,37,449
5/11/2024,103,414
5/11/2024,51,3041
5/11/2024,8,506
5/11/2024,107,1102
5/11/2024,32,632
5/11/2024,119,1446
5/11/2024,110,1518
5/11/2024,71,1718
5/11/2024,27,332
5/11/2024,124,779
5/11/2024,66,764
5/11/2024,40,345
5/11/2024,856,491
5/11/2024,189,731
5/11/2024,73,1672
5/11/2024,185,591
5/11/2024,117,1493
5/11/2024,123,121
5/11/2024,125,2232
5/11/2024,89,2527
5/11/2024,816,205
5/11/2024,84,1106
5/11/2024,25,558
5/11/2024,15,1582
5/12/2024,150,43
5/12/2024,110,1617
5/12/2024,126,441
5/12/2024,19,610
5/12/2024,78,1276
5/12/2024,172,1040
5/12/2024,4,812
5/12/2024,116,1263
5/12/2024,107,669
5/12/2024,74,975
5/12/2024,162,451
5/12/2024,9,337
5/12/2024,186,931
5/12/2024,119,1067
5/12/2024,125,1370
5/12/2024,132,112
5/12/2024,24,235
5/12/2024,32,415
5/12/2024,111,1262
5/12/2024,84,607
5/12/2024,181,761
5/12/2024,68,493
5/12/2024,865,197
5/12/2024,178,486
5/12/2024,60,1189
5/12/2024,121,1898
5/12/2024,5,1778
5/12/2024,850,230
5/12/2024,823,2
5/12/2024,12,780
5/12/2024,21,1720
5/12/2024,37,309
5/12/2024,188,72
5/12/2024,55,1037
5/12/2024,85,185
5/12/2024,853,359
5/12/2024,94,310
5/12/2024,180,536
5/12/2024,141,529
5/12/2024,34,326
5/12/2024,79,567
5/12/2024,856,185
5/12/2024,196,1560
5/12/2024,49,633
5/12/2024,191,1195
5/12/2024,104,509
5/12/2024,194,590
5/12/2024,47,519
5/12/2024,192,1251
5/12/2024,95,671
5/12/2024,30,581
5/12/2024,15,1055
5/12/2024,58,305
5/12/2024,193,915
5/12/2024,195,498
5/12/2024,140,265
5/12/2024,123,201
5/12/2024,120,823
5/12/2024,832,118
5/12/2024,114,436
5/12/2024,115,1901
5/12/2024,102,1620
5/12/2024,153,620
5/12/2024,86,1527
5/12/2024,155,520
5/12/2024,103,95
5/12/2024,93,839
5/12/2024,899,142
5/12/2024,73,1197
5/12/2024,133,265
5/12/2024,51,1951
5/12/2024,66,449
5/12/2024,124,634
5/12/2024,117,1330
5/12/2024,81,808
5/12/2024,1,349
5/12/2024,39,3404
5/12/2024,75,318
5/12/2024,14,279
5/12/2024,87,688
5/12/2024,6,415
5/12/2024,50,718
5/12/2024,27,0
5/12/2024,8,342
5/12/2024,189,862
5/12/2024,83,2895
5/12/2024,183,488
5/12/2024,201,73
5/12/2024,3,193
5/12/2024,40,314
5/12/2024,2,1163
5/12/2024,26,452
5/12/2024,89,1825
5/12/2024,198,110
5/12/2024,816,242
5/12/2024,71,1260
5/12/2024,867,293
5/12/2024,165,1482
5/12/2024,185,507
5/12/2024,197,311
5/12/2024,809,308
5/12/2024,813,192
5/12/2024,82,858
5/12/2024,25,317
5/12/2024,42,663
5/13/2024,58,511
5/13/2024,197,409
5/13/2024,85,690
5/13/2024,103,528
5/13/2024,117,1844
5/13/2024,40,281
5/13/2024,86,2555
5/13/2024,36,409
5/13/2024,221,275
5/13/2024,66,666
5/13/2024,95,2411
5/13/2024,9,535
5/13/2024,165,0
5/13/2024,84,1396
5/13/2024,1,578
5/13/2024,126,440
5/13/2024,87,1407
5/13/2024,50,865
5/13/2024,899,239
5/13/2024,27,687
5/13/2024,141,970
5/13/2024,19,971
5/13/2024,143,293
5/13/2024,78,2122
5/13/2024,181,2516
5/13/2024,49,1017
5/13/2024,198,98
5/13/2024,83,3498
5/13/2024,25,417
5/13/2024,42,1665
5/13/2024,12,1239
5/13/2024,823,71
5/13/2024,102,1711
5/13/2024,89,2098
5/13/2024,119,1976
5/13/2024,6,1054
5/13/2024,30,1150
5/13/2024,39,4518
5/13/2024,116,2181
5/13/2024,82,1297
5/13/2024,55,1241
5/13/2024,191,1281
5/13/2024,121,2825
5/13/2024,2,1456
5/13/2024,73,3296
5/13/2024,856,444
5/13/2024,189,1284
5/13/2024,123,442
5/13/2024,47,631
5/13/2024,8,950
5/13/2024,15,1819
5/13/2024,188,340
5/13/2024,148,15
5/13/2024,32,826
5/13/2024,5,2757
5/13/2024,74,1437
5/13/2024,825,48
5/13/2024,71,1545
5/13/2024,816,166
5/13/2024,3,671
5/13/2024,24,372
5/13/2024,192,2039
5/13/2024,104,657
5/13/2024,79,763
5/13/2024,93,1116
5/13/2024,186,1336
5/13/2024,110,2831
5/13/2024,850,232
5/13/2024,133,750
5/13/2024,132,412
5/13/2024,68,78
5/13/2024,183,786
5/13/2024,809,400
5/13/2024,196,2134
5/13/2024,125,2816
5/13/2024,178,735
5/13/2024,150,5
5/13/2024,34,442
5/13/2024,21,2080
5/13/2024,51,756
5/13/2024,194,903
5/13/2024,140,681
5/13/2024,865,442
5/13/2024,94,845
5/13/2024,4,865
5/13/2024,120,906
5/13/2024,813,353
5/13/2024,800,257
5/13/2024,867,465
5/13/2024,81,877
5/13/2024,180,1123
5/13/2024,115,3310
5/13/2024,142,114
5/13/2024,75,1009
5/13/2024,107,1522
5/13/2024,155,793
5/13/2024,162,595
5/13/2024,172,1845
5/13/2024,26,503
5/13/2024,832,154
5/13/2024,853,420
5/13/2024,114,816
5/13/2024,111,1885
5/13/2024,14,441
5/13/2024,124,993
5/13/2024,195,825
5/13/2024,193,1602
5/13/2024,185,790
5/14/2024,813,337
5/14/2024,68,601
5/14/2024,75,1030
5/14/2024,47,609
5/14/2024,188,430
5/14/2024,8,1263
5/14/2024,39,3794
5/14/2024,816,282
5/14/2024,191,1329
5/14/2024,1,539
5/14/2024,12,1695
5/14/2024,30,1305
5/14/2024,87,1606
5/14/2024,71,2063
5/14/2024,60,1857
5/14/2024,24,449
5/14/2024,25,440
5/14/2024,865,501
5/14/2024,809,467
5/14/2024,832,0
5/14/2024,89,2609
5/14/2024,823,47
5/14/2024,84,1412
5/14/2024,162,965
5/14/2024,37,582
5/14/2024,825,87
5/14/2024,172,1999
5/14/2024,178,781
5/14/2024,197,605
5/14/2024,42,1512
5/14/2024,195,759
5/14/2024,119,1996
5/14/2024,133,770
5/14/2024,81,1026
5/14/2024,867,378
5/14/2024,186,1784
5/14/2024,117,2326
5/14/2024,148,50
5/14/2024,4,549
5/14/2024,295,0
5/14/2024,21,3077
5/14/2024,111,2243
5/14/2024,26,806
5/14/2024,193,1628
5/14/2024,116,2219
5/14/2024,853,414
5/14/2024,183,1172
5/14/2024,153,843
5/14/2024,120,1380
5/14/2024,5,2930
5/14/2024,192,1009
5/14/2024,185,933
5/14/2024,126,495
5/14/2024,3,35
5/14/2024,899,243
5/14/2024,79,913
5/14/2024,196,2694
5/14/2024,83,3595
5/14/2024,142,125
5/14/2024,198,159
5/14/2024,107,1421
5/14/2024,140,868
5/14/2024,103,591
5/14/2024,221,378
5/14/2024,150,173
5/14/2024,50,1445
5/14/2024,15,1980
5/14/2024,189,1527
5/14/2024,9,476
5/14/2024,40,502
5/14/2024,141,935
5/14/2024,36,501
5/14/2024,93,1390
5/14/2024,49,1375
5/14/2024,115,3224
5/14/2024,114,624
5/14/2024,94,1218
5/14/2024,800,343
5/14/2024,6,985
5/14/2024,194,852
5/14/2024,66,704
5/14/2024,86,3126
5/14/2024,181,2347
5/14/2024,73,2964
5/14/2024,165,2228
5/14/2024,132,363
5/14/2024,110,3001
5/14/2024,74,798
5/14/2024,55,1611
5/14/2024,143,369
5/14/2024,82,1254
5/14/2024,14,609
5/14/2024,856,447
5/14/2024,180,1079
5/14/2024,123,476
5/14/2024,104,747
5/14/2024,155,871
5/14/2024,121,3182
5/14/2024,85,574
5/14/2024,51,2789
5/14/2024,102,1807
5/14/2024,78,2404
5/14/2024,124,1163
5/14/2024,19,1260
5/14/2024,32,1016
5/14/2024,2,1418
5/14/2024,95,1925
5/14/2024,27,646
5/14/2024,125,3144
5/14/2024,58,433
5/14/2024,34,479
5/14/2024,850,611
5/15/2024,1,658
5/15/2024,121,3130
5/15/2024,192,1687
5/15/2024,5,3035
5/15/2024,68,430
5/15/2024,87,1715
5/15/2024,899,267
5/15/2024,9,298
5/15/2024,867,498
5/15/2024,42,1599
5/15/2024,27,946
5/15/2024,295,10
5/15/2024,198,141
5/15/2024,81,1132
5/15/2024,117,2145
5/15/2024,24,463
5/15/2024,84,1428
5/15/2024,93,1277
5/15/2024,172,1826
5/15/2024,178,691
5/15/2024,180,1139
5/15/2024,58,533
5/15/2024,853,477
5/15/2024,119,2125
5/15/2024,120,1330
5/15/2024,850,259
5/15/2024,195,635
5/15/2024,832,174
5/15/2024,823,92
5/15/2024,32,833
5/15/2024,34,501
5/15/2024,39,4194
5/15/2024,141,1101
5/15/2024,162,1057
5/15/2024,40,822
5/15/2024,102,2216
5/15/2024,813,378
5/15/2024,85,872
5/15/2024,74,1553
5/15/2024,104,910
5/15/2024,126,531
5/15/2024,142,129
5/15/2024,165,2600
5/15/2024,103,472
5/15/2024,221,214
5/15/2024,194,1009
5/15/2024,47,882
5/15/2024,83,4327
5/15/2024,125,3150
5/15/2024,30,1377
5/15/2024,94,1492
5/15/2024,107,1331
5/15/2024,124,1408
5/15/2024,60,2103
5/15/2024,816,296
5/15/2024,25,435
5/15/2024,115,4145
5/15/2024,3,703
5/15/2024,132,341
5/15/2024,82,1192
5/15/2024,37,617
5/15/2024,189,1387
5/15/2024,8,505
5/15/2024,79,919
5/15/2024,150,188
5/15/2024,19,2107
5/15/2024,66,869
5/15/2024,78,2552
5/15/2024,86,2634
5/15/2024,4,505
5/15/2024,110,2452
5/15/2024,6,961
5/15/2024,155,813
5/15/2024,133,742
5/15/2024,36,1539
5/15/2024,188,311
5/15/2024,14,554
5/15/2024,73,2769
5/15/2024,15,1966
5/15/2024,123,472
5/15/2024,26,972
5/15/2024,116,2345
5/15/2024,51,3815
5/15/2024,183,899
5/15/2024,186,1850
5/15/2024,95,2593
5/15/2024,12,1612
5/15/2024,111,2082
5/15/2024,50,1514
5/15/2024,197,458
5/15/2024,21,3059
5/15/2024,191,1271
5/15/2024,2,1899
5/15/2024,148,0
5/15/2024,49,1271
5/15/2024,140,797
5/15/2024,114,1013
5/15/2024,153,1054
5/15/2024,809,567
5/15/2024,75,837
5/15/2024,865,257
5/15/2024,71,2686
5/15/2024,185,988
5/15/2024,856,350
5/15/2024,825,88
5/15/2024,55,1581
5/15/2024,89,3258
5/15/2024,196,3069
5/15/2024,181,2284
5/15/2024,193,1974
5/15/2024,143,358
5/15/2024,800,274
5/16/2024,79,991
5/16/2024,126,604
5/16/2024,87,1505
5/16/2024,82,1384
5/16/2024,93,1086
5/16/2024,865,551
5/16/2024,58,592
5/16/2024,191,1159
5/16/2024,49,1150
5/16/2024,39,4463
5/16/2024,142,61
5/16/2024,66,1004
5/16/2024,172,1506
5/16/2024,30,1290
5/16/2024,143,308
5/16/2024,6,1065
5/16/2024,40,868
5/16/2024,165,2689
5/16/2024,850,352
5/16/2024,121,2864
5/16/2024,25,458
5/16/2024,74,1734
5/16/2024,103,411
5/16/2024,68,864
5/16/2024,195,823
5/16/2024,178,873
5/16/2024,180,1272
5/16/2024,95,2738
5/16/2024,120,1167
5/16/2024,84,1134
5/16/2024,85,847
5/16/2024,78,2592
5/16/2024,221,213
5/16/2024,73,2944
5/16/2024,116,2495
5/16/2024,832,59
5/16/2024,94,1270
5/16/2024,119,2047
5/16/2024,197,521
5/16/2024,117,1954
5/16/2024,813,0
5/16/2024,12,3212
5/16/2024,867,554
5/16/2024,2,1805
5/16/2024,123,467
5/16/2024,192,1135
5/16/2024,21,1835
5/16/2024,19,1557
5/16/2024,34,478
5/16/2024,9,505
5/16/2024,114,983
5/16/2024,4,974
5/16/2024,115,4075
5/16/2024,183,1086
5/16/2024,193,1958
5/16/2024,26,885
5/16/2024,107,1523
5/16/2024,32,999
5/16/2024,823,81
5/16/2024,71,2262
5/16/2024,81,1055
5/16/2024,5,2929
5/16/2024,50,1650
5/16/2024,51,3375
5/16/2024,89,3230
5/16/2024,8,1226
5/16/2024,132,241
5/16/2024,816,301
5/16/2024,198,197
5/16/2024,24,483
5/16/2024,42,1672
5/16/2024,186,1990
5/16/2024,124,1510
5/16/2024,141,1098
5/16/2024,899,203
5/16/2024,125,3257
5/16/2024,856,428
5/16/2024,14,632
5/16/2024,111,2467
5/16/2024,55,1372
5/16/2024,104,750
5/16/2024,194,959
5/16/2024,27,832
5/16/2024,102,2093
5/16/2024,295,0
5/16/2024,185,996
5/16/2024,162,1055
5/16/2024,196,2678
5/16/2024,60,1617
5/16/2024,1,598
5/16/2024,133,706
5/16/2024,800,257
5/16/2024,15,2294
5/16/2024,153,725
5/16/2024,83,3981
5/16/2024,37,596
5/16/2024,809,562
5/16/2024,110,2490
5/16/2024,150,193
5/16/2024,36,1378
5/16/2024,140,855
5/16/2024,825,61
5/16/2024,853,493
5/16/2024,189,1041
5/16/2024,47,649
5/16/2024,155,1075
5/16/2024,86,2904
5/16/2024,181,2557
5/16/2024,75,577
5/17/2024,186,1803
5/17/2024,162,692
5/17/2024,133,612
5/17/2024,180,1214
5/17/2024,295,0
5/17/2024,813,344
5/17/2024,115,3881
5/17/2024,119,1971
5/17/2024,196,2460
5/17/2024,85,770
5/17/2024,142,53
5/17/2024,153,1041
5/17/2024,140,598
5/17/2024,850,406
5/17/2024,189,886
5/17/2024,111,1743
5/17/2024,178,843
5/17/2024,107,1199
5/17/2024,832,0
5/17/2024,165,1871
5/17/2024,68,527
5/17/2024,5,2726
5/17/2024,191,1314
5/17/2024,66,681
5/17/2024,221,225
5/17/2024,42,1587
5/17/2024,121,3088
5/17/2024,95,2426
5/17/2024,114,871
5/17/2024,123,455
5/17/2024,19,1428
5/17/2024,195,413
5/17/2024,104,655
5/17/2024,126,496
5/17/2024,82,1590
5/17/2024,1,688
5/17/2024,9,529
5/17/2024,183,885
5/17/2024,49,1051
5/17/2024,32,742
5/17/2024,856,395
5/17/2024,39,5005
5/17/2024,809,504
5/17/2024,21,3227
5/17/2024,124,1240
5/17/2024,15,1891
5/17/2024,4,950
5/17/2024,110,2932
5/17/2024,84,1224
5/17/2024,87,1428
5/17/2024,2,1783
5/17/2024,172,2183
5/17/2024,117,1493
5/17/2024,3,545
5/17/2024,155,762
5/17/2024,193,2077
5/17/2024,60,1954
5/17/2024,181,1822
5/17/2024,94,1111
5/17/2024,12,2076
5/17/2024,8,1161
5/17/2024,34,524
5/17/2024,81,1061
5/17/2024,6,1087
5/17/2024,40,374
5/17/2024,188,361
5/17/2024,89,3230
5/17/2024,198,155
5/17/2024,150,145
5/17/2024,73,3161
5/17/2024,148,15
5/17/2024,79,836
5/17/2024,24,426
5/17/2024,71,2032
5/17/2024,86,2419
5/17/2024,37,552
5/17/2024,50,1311
5/17/2024,132,606
5/17/2024,194,832
5/17/2024,192,739
5/17/2024,30,1056
5/17/2024,78,2598
5/17/2024,197,338
5/17/2024,51,3122
5/17/2024,27,800
5/17/2024,14,608
5/17/2024,185,766
5/17/2024,816,305
5/17/2024,36,1261
5/17/2024,853,280
5/17/2024,103,696
5/17/2024,102,2016
5/17/2024,25,537
5/17/2024,116,2352
5/17/2024,141,851
5/17/2024,83,4107
5/17/2024,120,1301
5/17/2024,55,1367
5/17/2024,867,491
5/17/2024,125,2709
5/17/2024,75,851
5/17/2024,93,1440
5/17/2024,865,372
5/17/2024,800,199
5/17/2024,143,102
5/17/2024,825,235
5/17/2024,58,628
5/17/2024,823,67
5/17/2024,899,185
5/17/2024,47,632
5/17/2024,74,1650
5/17/2024,26,791
5/18/2024,155,598
5/18/2024,115,2441
5/18/2024,75,416
5/18/2024,4,576
5/18/2024,27,225
5/18/2024,192,1040
5/18/2024,198,188
5/18/2024,93,976
5/18/2024,1,423
5/18/2024,36,651
5/18/2024,165,2006
5/18/2024,191,958
5/18/2024,183,883
5/18/2024,42,1232
5/18/2024,185,560
5/18/2024,81,756
5/18/2024,111,1546
5/18/2024,132,252
5/18/2024,124,850
5/18/2024,193,876
5/18/2024,865,206
5/18/2024,40,128
5/18/2024,856,362
5/18/2024,809,348
5/18/2024,850,308
5/18/2024,816,129
5/18/2024,114,512
5/18/2024,3,289
5/18/2024,89,2151
5/18/2024,55,955
5/18/2024,47,570
5/18/2024,181,1143
5/18/2024,51,2383
5/18/2024,800,116
5/18/2024,94,459
5/18/2024,86,2066
5/18/2024,899,122
5/18/2024,32,589
5/18/2024,117,1445
5/18/2024,832,171
5/18/2024,813,167
5/18/2024,37,243
5/18/2024,50,700
5/18/2024,125,1819
5/18/2024,197,515
5/18/2024,34,334
5/18/2024,74,921
5/18/2024,79,539
5/18/2024,178,449
5/18/2024,21,2119
5/18/2024,58,449
5/18/2024,2,1888
5/18/2024,162,0
5/18/2024,194,673
5/18/2024,150,107
5/18/2024,201,51
5/18/2024,83,2983
5/18/2024,15,1483
5/18/2024,26,595
5/18/2024,126,544
5/18/2024,49,641
5/18/2024,8,461
5/18/2024,133,227
5/18/2024,867,485
5/18/2024,102,1664
5/18/2024,82,917
5/18/2024,116,1474
5/18/2024,189,904
5/18/2024,6,461
5/18/2024,195,572
5/18/2024,66,631
5/18/2024,180,596
5/18/2024,87,688
5/18/2024,78,1587
5/18/2024,186,1168
5/18/2024,39,4091
5/18/2024,196,1942
5/18/2024,153,554
5/18/2024,73,1796
5/18/2024,19,665
5/18/2024,120,944
5/18/2024,68,632
5/18/2024,119,1247
5/18/2024,853,377
5/18/2024,121,2073
5/18/2024,25,441
5/18/2024,123,169
5/18/2024,188,45
5/18/2024,14,211
5/18/2024,5,1960
5/18/2024,823,40
5/18/2024,84,706
5/18/2024,140,355
5/18/2024,85,484
5/18/2024,9,403
5/18/2024,110,1554
5/18/2024,60,1380
5/18/2024,104,331
5/18/2024,24,328
5/18/2024,95,987
5/18/2024,107,925
5/18/2024,12,1033
5/18/2024,141,778
5/18/2024,172,1480
5/18/2024,103,376
5/18/2024,71,1377
5/18/2024,30,635
5/19/2024,32,457
5/19/2024,115,2128
5/19/2024,107,772
5/19/2024,74,857
5/19/2024,55,709
5/19/2024,25,513
5/19/2024,856,328
5/19/2024,114,306
5/19/2024,37,275
5/19/2024,26,522
5/19/2024,9,421
5/19/2024,816,134
5/19/2024,195,487
5/19/2024,83,2499
5/19/2024,111,1116
5/19/2024,103,104
5/19/2024,186,1004
5/19/2024,82,882
5/19/2024,66,449
5/19/2024,133,368
5/19/2024,104,572
5/19/2024,180,563
5/19/2024,191,1183
5/19/2024,40,218
5/19/2024,95,1122
5/19/2024,117,1403
5/19/2024,141,496
5/19/2024,14,276
5/19/2024,19,598
5/19/2024,192,1076
5/19/2024,116,1560
5/19/2024,155,513
5/19/2024,89,1714
5/19/2024,79,409
5/19/2024,8,438
5/19/2024,34,241
5/19/2024,899,118
5/19/2024,30,605
5/19/2024,125,1555
5/19/2024,58,412
5/19/2024,68,503
5/19/2024,84,791
5/19/2024,73,690
5/19/2024,21,1541
5/19/2024,189,825
5/19/2024,6,391
5/19/2024,36,459
5/19/2024,196,1719
5/19/2024,3,141
5/19/2024,15,1225
5/19/2024,78,1707
5/19/2024,81,623
5/19/2024,813,100
5/19/2024,71,1324
5/19/2024,102,1599
5/19/2024,2,1145
5/19/2024,132,161
5/19/2024,119,997
5/19/2024,153,478
5/19/2024,198,145
5/19/2024,39,2866
5/19/2024,120,618
5/19/2024,87,680
5/19/2024,853,404
5/19/2024,5,1830
5/19/2024,178,415
5/19/2024,197,354
5/19/2024,42,973
5/19/2024,126,618
5/19/2024,110,1562
5/19/2024,867,460
5/19/2024,86,1480
5/19/2024,194,613
5/19/2024,165,1798
5/19/2024,123,142
5/19/2024,124,595
5/19/2024,172,1065
5/19/2024,93,780
5/19/2024,12,882
5/19/2024,47,624
5/19/2024,1,383
5/19/2024,832,161
5/19/2024,4,619
5/19/2024,183,746
5/19/2024,50,629
5/19/2024,51,2236
5/19/2024,121,1722
5/19/2024,140,388
5/19/2024,181,1086
5/19/2024,809,333
5/19/2024,193,1111
5/19/2024,850,75
5/19/2024,823,85
5/19/2024,60,1168
5/19/2024,27,214
5/19/2024,150,50
5/19/2024,865,81
5/19/2024,94,376
5/19/2024,185,431
5/19/2024,49,707
5/19/2024,75,342
5/19/2024,188,20
5/19/2024,85,371
5/19/2024,24,242
5/20/2024,15,2186
5/20/2024,899,273
5/20/2024,125,2999
5/20/2024,83,3543
5/20/2024,37,528
5/20/2024,865,367
5/20/2024,89,2830
5/20/2024,60,1748
5/20/2024,78,2523
5/20/2024,2,1651
5/20/2024,87,1241
5/20/2024,185,825
5/20/2024,148,39
5/20/2024,832,214
5/20/2024,55,1456
5/20/2024,124,1326
5/20/2024,51,3644
5/20/2024,39,4526
5/20/2024,221,403
5/20/2024,34,467
5/20/2024,32,795
5/20/2024,82,1998
5/20/2024,1,575
5/20/2024,25,621
5/20/2024,47,744
5/20/2024,12,1819
5/20/2024,81,926
5/20/2024,30,1522
5/20/2024,116,2450
5/20/2024,142,28
5/20/2024,119,1892
5/20/2024,809,534
5/20/2024,155,608
5/20/2024,36,865
5/20/2024,73,2498
5/20/2024,58,604
5/20/2024,121,2845
5/20/2024,85,546
5/20/2024,856,0
5/20/2024,867,0
5/20/2024,143,341
5/20/2024,79,900
5/20/2024,192,1678
5/20/2024,188,287
5/20/2024,196,2631
5/20/2024,94,1122
5/20/2024,117,2316
5/20/2024,853,457
5/20/2024,180,1356
5/20/2024,68,863
5/20/2024,123,205
5/20/2024,3,923
5/20/2024,110,3329
5/20/2024,191,1167
5/20/2024,115,4067
5/20/2024,823,79
5/20/2024,850,582
5/20/2024,194,413
5/20/2024,162,1212
5/20/2024,800,185
5/20/2024,93,1458
5/20/2024,132,435
5/20/2024,103,554
5/20/2024,14,562
5/20/2024,74,1622
5/20/2024,24,443
5/20/2024,197,377
5/20/2024,813,369
5/20/2024,95,2257
5/20/2024,193,1401
5/20/2024,21,2758
5/20/2024,165,2526
5/20/2024,5,2829
5/20/2024,19,1828
5/20/2024,816,303
5/20/2024,295,19
5/20/2024,42,1726
5/20/2024,120,1063
5/20/2024,140,807
5/20/2024,75,571
5/20/2024,86,3057
5/20/2024,27,853
5/20/2024,150,168
5/20/2024,66,772
5/20/2024,133,964
5/20/2024,178,203
5/20/2024,4,790
5/20/2024,141,943
5/20/2024,186,1903
5/20/2024,114,1014
5/20/2024,49,1104
5/20/2024,9,450
5/20/2024,195,716
5/20/2024,153,595
5/20/2024,71,1977
5/20/2024,84,1301
5/20/2024,50,1711
5/20/2024,104,786
5/20/2024,107,1491
5/20/2024,111,2466
5/20/2024,102,2045
5/20/2024,189,1512
5/20/2024,26,823
5/20/2024,825,69
5/20/2024,198,145
5/20/2024,126,483
5/20/2024,40,510
5/20/2024,6,1019
5/20/2024,8,1567
5/20/2024,181,1611
5/20/2024,183,1061
5/20/2024,172,1890
5/21/2024,104,856
5/21/2024,142,65
5/21/2024,141,1236
5/21/2024,103,244
5/21/2024,191,1433
5/21/2024,150,161
5/21/2024,6,1014
5/21/2024,133,669
5/21/2024,121,2846
5/21/2024,94,1844
5/21/2024,162,1068
5/21/2024,107,1479
5/21/2024,74,1064
5/21/2024,51,3743
5/21/2024,856,394
5/21/2024,68,865
5/21/2024,124,1432
5/21/2024,120,1228
5/21/2024,823,72
5/21/2024,865,414
5/21/2024,809,541
5/21/2024,195,128
5/21/2024,192,1050
5/21/2024,21,2822
5/21/2024,125,2468
5/21/2024,119,1771
5/21/2024,172,2133
5/21/2024,116,2083
5/21/2024,15,2251
5/21/2024,50,1724
5/21/2024,2,1715
5/21/2024,816,310
5/21/2024,5,2881
5/21/2024,188,368
5/21/2024,75,954
5/21/2024,42,2271
5/21/2024,49,1304
